UniquePC,Date,Time,GroupNo,Group Condition,zTreeSubject,zTreePC,QualPC,IndiDec,TimeConfirmIndividualDecisionOK,Expl1,Expl2,Expl3,GrpDec,Age,Gender,GRP1,GRP2,GRP3,GRP3_rs,GRP4,GRP4_rs,GRP5,GRP5_rs,GRP6,GRP7,GRP7_rs,GRP8,GRP8_rs,GRP9,GRP9_rs,GRP10,GRP11,GRP12,GRP12_rs,GRP13,GRP14,GRP_total,MA,BLF1,BLF2,AC,CK,EI,Don,WA,V2,V3,V4,SC0_0,SC0_1,SC0_2,Q51,Q42,Q41_1,Q41_2,Q41_3,Q41_4,Q12_1,Q12_1_rs,Q12_2,Q12_2_rs,Q12_3,Q12_4,Q12_4_rs,Q12_5,Q12_5_rs,Q12_6,Q12_7,AOM_total,Q43_1,Q43_2,Q43_3,Q43_4,Q13,Q15,Q14,Q44_1,Q44_2,Q44_3,Q44_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q45_1,Q45_2,Q45_3,Q45_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,EWV_ductile,EWV_elastic,Q46_1,Q46_2,Q46_3,Q46_4,Q16_1,Q16_2,Q16_2_rs,Q16_3,Q16_3_rs,Q16_4,Q16_5,Q16_6,Q16_6_rs,Q16_7,Q16_7_rs,Q16_8,Q16_9,Q16_9_rs,Q38_1,Q38_2,Q38_3,Q38_3_rs,Q38_4,Q38_4_rs,Q38_5,Q38_6,Q38_6_rs,Q38_7,Q38_7_rs,Q38_8,Q38_9,NFC_total,Q47_1,Q47_2,Q47_3,Q47_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q48_1,Q48_2,Q48_3,Q48_4,Q36_1,Q36_2,Q36_2_rs,Q36_3,Q36_4,Q36_4_rs,Q36_5,Q36_6,Q36_7,Q36_8,Q36_8_rs,Q39_1,Q39_1_rs,Q39_2,Q39_3,Q39_3_rs,Q39_4,Q39_4_rs,Q39_5,Q39_6,Q39_6_rs,Q39_7,STS_total,Q49_1,Q49_2,Q49_3,Q49_4,Q18,Q16_4,Q16_5,Q16_global,Q17_4,Q17_5,Q17_global,Q19_4,Q19_5,Q19_global,Q20_4,Q20_5,Q20_global,Q21_4,Q21_5,Q21_global,Q22_4,Q22_5,Q22_global,Q23_4,Q23_5,Q23_global,Q24_4,Q24_5,Q24_global,Q25_4,Q25_5,Q25_global,Q26_4,Q26_5,Q26_global,Q27_4,Q27_5,Q27_global,Q28_4,Q28_5,Q28_global,Q29_4,Q29_5,Q29_global,Q30_4,Q30_5,Q30_global,Q31_4,Q31_5,Q31_global,Q32_4,Q32_5,Q32_global,KPF_global_total,Q50_1,Q50_2,Q50_3,Q50_4,Q1,Q2,Q3
66,200516,1130,22,2,1,5,205,4,-2900,The atmospheric concentration needs to reach a stable limit and so in my opinion the emmissions and absorption of carbon dioxide should reach an equilibrium.  This will mean that by ,2100 the concentration will be stable which is needed in the scenario.  The other graphs don't reach a stable concentration because emissions still are higher than absorption., ,4,21,2,4,4,2,4,2,4,4,2,5,5,1,4,2,2,4,4,2,1,5,3,4,48,4,3,68,3,3,20%,10,very interesting and engaging.   I liked how we were able to interact to come to a decision,20/05/2016 10:59,20/05/2016 11:44,1,0,0,0,205,1,10.599,55.742,56.488,8,6,2,2,6,7,2,6,2,6,6,7,40,9.644,75.556,80.717,3,10,24,100,9.219,42.123,45.898,11,3,1,1,3,1,1,1,1,1,1,12.638,77.967,79.105,13,4,5,5,1,4,4,3,4,1,4,2,1,24,14,15.577,133.932,135.089,26,4,6,4,6,4,2,4,8,2,3,7,7,4,6,2,2,6,4,4,6,6,5,5,5,5,6,6,82,26.54,84.454,85.902,8,3,1,1,2,2,1,1,1,8.266,99.062,100.414,16,6,5,3,6,3,5,6,6,6,1,7,5,3,7,1,7,5,3,7,2,6,5,83,28.231,76.063,78.103,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,2.571,10.811,14.542,3,21,6,1
67,200516,1130,22,2,2,6,206,3,-2695,"Because I think the ability of absorption for CO2 has its own limation. So that with the increasing of  CO2 in the air, the total absorption of CO2 will experienced a steady increasing. After that  it  will remail a  stable, enven tend to decreas.", , ,4,20,1,4,5,4,2,4,2,1,5,5,1,5,4,2,5,1,2,5,1,5,4,5,52,3,4,80,3,2,30%,25,the attitudes from normal people about the climate change. ,20/05/2016 11:02,20/05/2016 12:22,1,0,0,0,206,1,47.41,374.282,377.955,8,4,4,3,5,6,2,6,2,6,6,7,40,17.359,148.415,279.841,4,0.1,24,500,14.944,123.824,125.271,10,3,1,2,2,1,1,2,1,1,1,13.979,342.899,343.997,18,5,4,3,1,2,1,3,1,3,3,1,3,15,15,77.432,878.243,880.228,22,7,2,8,2,8,7,7,3,7,2,8,6,7,3,7,7,3,7,4,6,4,7,3,7,3,7,7,112,15.209,1025.104,1026.582,9,4,1,1,1,1,1,1,1,15.348,152.482,153.418,16,7,2,6,6,3,5,6,7,5,3,5,6,2,7,1,7,5,3,6,2,6,6,84,35.486,95.342,96.527,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,1.64,10.488,12.572,3,20,3,2
68,240516,1100,23,4,1,1,401,1,-2898,"Because as a result of the atmospheric CO2 concentration increasing, so would the CO2 emissions. Because the environmental world is constantly changing, it is unrealistic for the ","amount of emissions to plateau, and will increase as technology and the industrial world evolve. ", ,4,19,1,3,3,3,3,2,4,2,4,4,2,4,4,2,3,3,5,5,2,4,4,4,52,4,4,60,3,2,20%,10,Climate change and how working in a group vs working alone affects our decisions and beliefs on a certain topic,24/05/2016 10:34,24/05/2016 11:11,1,0,0,0,401,1,3.554,49.256,50.01,10,5,3,1,7,3,1,7,4,4,5,4,33,2.284,30.547,30.925,5,10,24,100,3.678,20.462,21.404,10,3,1,1,1,1,1,1,1,1,1,6.787,56.979,57.596,14,4,4,4,2,3,4,4,5,1,2,2,1,24,12,8.33,93.104,94.057,22,6,2,8,6,4,1,3,4,6,3,7,6,2,8,2,2,5,5,4,6,6,3,7,7,3,5,5,90,8.283,50.897,51.632,9,4,1,1,3,1,1,3,2,7.233,79.976,80.64,18,5,3,5,6,2,6,7,7,4,4,4,3,5,7,2,6,3,5,4,1,7,5,83,6.988,6.988,10.194,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,11,1.633,5.705,7.356,3,19,6,2
69,240516,1100,23,4,2,2,402,4,-2601,"For concentration to stabilise (neither increase or decrease), rate of emission must equal rate of absorption. The only graph where this occurs is Figure D", , ,4,23,1,1,3,1,5,5,1,2,4,2,5,1,3,3,3,3,2,2,5,1,2,2,32,4,4,92,3,3,40%,25,"Comparing people's attitudes towards climate change with how much they know about it, and how willing they are to accept other points of view. Because it is a future prediction, I think the effects are unknown so there is a very subjective and personal dimension towards what people think about it, and some people may not want to change their opinion if they are uncomfortable with what it means for our future.",24/05/2016 10:34,24/05/2016 11:15,1,0,0,0,402,1,4.771,51.123,53.318,10,1,7,2,6,6,1,7,2,6,6,5,43,6.595,49.307,61.287,5,5,24,5,2.859,105.381,105.709,13,3,1,1,3,1,1,1,1,1,3,6.241,95.283,96.942,15,4,2,4,2,2,5,4,5,1,1,1,1,24,8,6.379,143.837,146.373,29,3,4,6,5,5,4,4,7,3,3,7,7,3,7,3,3,3,7,2,8,7,3,7,5,5,5,2,93,6.261,42.118,42.47,10,4,1,1,1,1,1,1,1,9.802,112.156,113.02,20,7,2,6,6,3,5,6,6,6,2,6,1,7,7,2,6,4,4,5,3,5,6,88,21.246,82.789,84.181,19,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,2,2,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,9,2.33,3.561,4.428,2,,4,2
70,240516,1100,23,4,3,3,403,1,-2889,"If we keep the same difference between the rate of emission and absorption, the concentration will be the same. That is why both rates should increase to increase the concentration.","As we have a difference of 4 between the rate of emission and the rate of absorption which gives us a concentration of 400 ppm, to get a greater concentration, the difference between",these rates should be greater and by 2100 they should be constant to create a constant concentration.,4,23,2,3,5,1,5,2,4,3,3,4,3,3,4,2,3,3,3,4,4,2,4,3,48,1,4,76,3,4,20%,10,I think it is about the concern about the environment and what people think they can do to change the environment,24/05/2016 10:33,24/05/2016 11:22,1,0,0,0,403,1,8.683,110.479,111.457,11,5,3,1,7,6,5,3,4,4,6,5,34,2.076,157.966,193.496,8,5,47,5,6.396,46.517,46.892,11,4,1,1,2,1,1,2,1,1,1,14.547,115.652,116.471,14,4,4,3,1,4,4,3,4,1,2,1,2,22,11,18.338,193.772,194.775,25,6,7,3,8,2,7,6,2,8,3,7,7,4,6,5,5,6,4,4,6,3,3,7,7,3,4,4,93,14.683,75.716,81.739,8,4,1,1,1,1,1,1,1,14.728,160.955,167.94,21,6,1,7,5,1,7,6,6,5,3,5,2,6,7,1,7,5,3,7,2,6,2,85,8.051,67.276,68.942,9,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,1.854,9.806,11.001,3,23,4,1
71,240516,1100,23,4,4,4,404,4,-2935,"As seen in figure 2, 400ppm of CO2 is in the atmosphere caused by +8GtC/ year, absorption of -4GTC/ year takes place. In Graph D it shows that 4 gtc is produced.", , ,4,20,1,3,5,4,2,3,3,1,5,4,4,2,5,1,3,3,5,4,2,4,4,4,49,1,3,56,2,3,0%,10,Find out how much students are aware about global warming,24/05/2016 10:33,24/05/2016 11:19,1,0,0,0,404,1,6.621,77.48,78.819,14,5,3,3,5,6,4,4,3,5,5,5,33,13.654,76.56,84.609,6,10,47,100,5.984,47.945,51.224,13,3,1,3,1,1,1,3,1,1,1,24.68,178.475,179.254,22,4,2,4,2,4,4,5,4,3,2,4,4,25,17,13.854,185.268,186.268,24,6,3,7,2,8,5,6,7,3,4,6,7,4,6,6,5,6,4,4,6,3,4,6,3,7,6,8,105,17.164,117.332,118.827,13,3,2,1,2,1,1,1,3,14.085,121.412,122.493,22,6,5,3,7,5,3,4,5,3,3,5,3,5,6,5,3,6,2,7,3,5,6,70,23.346,111.497,113.53,19,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,10,2.157,12.156,13.233,4,20,6,2
72,240516,1230,24,1,1,5,105,4,-7865,"In order for atmospheric CO2 to stabilise at 420ppm, there cannot be any change in atmospheric CO2, which means that the ",amount of absorption and emissions has to be at the same level by year 2100, ,4,26,1,,,,,,,,,,,,,,,,,,,,,,,,4,76,2,2,0%,2,To study how an individual thinks about his/her decision making and how it corresponds to an actual decision making task. Also to study about what people think about climate change,24/05/2016 10:46,24/05/2016 12:42,1,0,0,0,105,1,6.365,43.15,43.775,10,3,5,2,6,7,1,7,3,5,7,7,44,2.414,99.32,102.659,7,10,47,5,2.262,20.647,21.854,10,2,1,1,1,1,1,1,1,1,1,11.53,95.892,97.055,12,4,2,4,2,5,4,4,4,2,4,2,2,25,14,2.782,64.632,65.585,21,5,6,4,5,5,6,6,6,4,6,4,4,6,4,6,4,6,4,5,5,6,4,6,5,5,5,5,88,11.49,44.227,46.899,9,4,2,1,1,1,1,1,1,4.628,74.469,75.669,22,5,2,6,6,4,4,6,6,7,4,4,2,6,6,2,6,6,2,6,1,7,2,79,9.575,47.952,49.352,16,1,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,3,1.594,7.002,8.351,3,26,6,2
73,240516,1230,25,1,1,6,106,2,-8156,"I have changed my mind to graph A because it is a gradual increase in GtC per year, therefore Graph A is the only one that shows a gradual increase, however it is uncertain as to whether or not the GtC/year has stabilised.", , ,2,21,1,,,,,,,,,,,,,,,,,,,,,,,,3,84,2,2,0%,25,"What people think about climate change and how might we respond to this issue. Also how much people are swayed by differing opinions, different sources of information, etc.",24/05/2016 10:34,24/05/2016 12:49,1,0,0,0,106,1,7.2,80.201,81.745,13,4,4,2,6,7,1,7,5,3,7,4,38,6.521,189.666,193.156,9,10,7,20,19.721,100.074,101.802,12,2,1,2,3,1,1,3,1,1,2,16.894,123.919,124.841,14,5,2,4,1,4,4,5,4,1,3,1,1,26,9,9.442,132.23,132.994,31,6,1,9,8,2,7,7,6,4,2,8,5,1,9,7,7,7,3,1,9,7,1,9,8,2,6,7,114,13.065,67.865,68.817,8,3,2,1,3,1,1,2,1,9.91,120.295,121.119,20,7,3,5,7,4,4,6,5,6,6,2,2,6,7,2,6,4,4,5,4,4,5,79,9.738,49.105,50.849,16,1,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,4,2.382,6.67,7.586,3,21,2,2
74,240516,1230,26,1,1,7,107,4,-7972,"absorption of CO2 is rigid, this remains the same therefore, co2 emissions are required to decrease significantly to become stailised at 4.2GtC/year. Graph D shows CO2 emissions","levelling with absorption; as such, GtC/year would most likely stabilise. ", ,4,27,1,,,,,,,,,,,,,,,,,,,,,,,,4,80,3,3,10%,10,peopls attitudes/personalities towards social issues and their ability to communicate/consider their own and others opinions before reaching a decision,24/05/2016 10:35,24/05/2016 12:43,1,0,0,0,107,1,8.437,59.835,60.948,7,2,6,5,3,6,1,7,2,6,7,4,39,5.402,61.858,78.715,4,10,36,100,3.941,56.405,57.508,13,3,1,1,1,1,1,1,1,1,1,7.392,61.992,62.956,12,5,2,5,1,4,5,5,5,1,3,5,1,29,13,5.906,85.899,86.874,18,8,3,7,2,8,5,5,8,2,1,9,9,5,5,5,2,7,3,5,5,5,3,7,4,6,7,9,107,10.743,39.951,41.062,8,4,1,1,1,1,1,1,1,8.499,93.179,93.788,16,5,2,6,6,7,1,4,7,4,2,6,5,3,7,1,7,1,7,7,2,6,7,83,10.052,69.621,70.766,16,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,2,2.335,7.215,8.307,3,27,6,2
75,240516,1230,27,2,1,1,201,4,-3361,the atmospheric CO2 concentration  is increasing rapidly because the current emission rate is twice of the rate of absorption which causes the accumulation of CO2 in atmosphere.   ,"Firstly, in order to stablise the concentration, no increase in emission should be allowed. To control CO2 emission better emission should decrease. Secondly, there is already excessive CO2 existing in the atmosphere."," Absorption is needed to reduce the concentration of the existing CO2. Thus, emission should at least meet the absorption line, or in a even better situation emission sit below absorption. ",4,21,1,3,5,5,1,2,4,1,5,5,5,1,5,1,1,5,5,5,1,5,5,4,54,3,4,80,3,4,50%,10,"To what level people understand that climate change is really happening and how do they know about it, especially its cause.",24/05/2016 11:56,24/05/2016 12:53,1,0,0,0,201,1,8.267,136.925,137.742,14,2,6,1,7,5,2,6,4,4,6,5,39,18.146,70.994,129.563,4,50,24,5,3.727,88.463,89.062,12,4,1,2,1,1,1,1,1,1,3,13.359,133.471,134.321,17,4,3,2,1,4,5,3,5,1,1,1,1,23,8,31.818,241.296,242.289,38,7,3,7,5,5,6,2,7,3,3,7,5,6,4,4,3,7,3,3,7,5,3,7,6,4,3,5,87,17.067,127.043,127.769,11,4,2,1,1,1,1,1,2,23.506,196.652,197.482,18,7,2,6,7,2,6,7,7,6,4,4,2,6,7,2,6,2,6,7,1,7,1,90,21.474,90.57,92.234,17,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,6,2.671,9.247,10.171,3,21,6,2
76,240516,1230,27,2,2,2,202,1,-3469,I chose figure A as the level of atmospheric CO2 concentration will increase from 400ppm to 420ppm indicating that the amoun of emmisions to absorption has increased. There is,more CO2 in the air and that concentration is not falling meaning that emmisions are not falling but instead rise. Figure A is the only graph that indicates a rise in emmisions. , ,4,18,1,4,5,4,2,2,4,1,5,5,1,5,5,1,3,3,5,5,1,5,5,5,59,4,4,80,3,2,20%,10,"Climate change and people's knowledge and level of understanding about that topic. Possibly also, how to share the information in a way people are able to understand. ",24/05/2016 12:00,24/05/2016 12:43,1,0,0,0,202,1,6.15,38.446,40.551,9,3,5,1,7,5,2,6,3,5,5,4,37,3.622,62.775,82.281,4,5,47,100,3.573,23.342,24.668,10,2,1,1,1,1,1,1,1,1,1,8.134,62.334,63.954,12,4,1,4,1,4,5,4,4,1,2,2,2,25,9,2.186,101.23,102.325,23,7,3,7,4,6,6,7,4,6,2,8,8,3,7,5,7,3,7,4,6,7,3,7,3,7,6,7,121,9.939,69.85,70.929,10,4,2,1,1,1,1,1,1,6.295,107.493,108.576,19,7,3,5,6,3,5,6,7,5,2,6,1,7,7,2,6,5,3,6,3,5,2,83,12.358,49.698,50.563,16,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,3,3.649,6.857,10.165,4,18,6,2
77,240516,1230,28,1,1,8,108,1,-1895,graph A shows an increase since the industrial revolution and onwards. ,"Since theere is a further rise and then a steady increase, this means that the emissions would have to double in regards to the absorption. ","From this year onwards there is an increase that stabalises by 2100 on the graph, for emissions. The absorption is steadily (on average) half of the emissions.",1,26,1,,,,6,,6,,6,,,6,,6,,6,,,,6,,,42,,4,88,3,3,20%,10,"Our views and beliefs in regards to the reality and effect of global warming and climate change. Also, to measure whether these views could be changed through knowledge.",24/05/2016 12:27,24/05/2016 12:47,1,0,0,0,108,1,9.778,53.514,58.02,10,3,5,1,7,7,1,7,1,7,7,5,45,54.881,136.028,157.838,5,10,24,100,6.997,37.902,40.069,10,3,1,1,1,1,1,1,1,1,1,9.817,69.794,70.692,12,5,1,4,1,4,4,4,5,1,1,5,1,26,10,12.662,124.871,125.621,27,7,1,9,2,8,5,8,1,9,1,9,8,2,8,8,7,2,8,2,8,7,1,9,5,5,7,8,138,15.643,74.043,77.171,8,4,1,1,1,1,1,2,1,8.283,98.103,99.016,16,7,2,6,6,1,7,7,6,7,2,6,2,6,7,1,7,2,6,7,1,7,4,96,24.946,113.725,116.775,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.459,18.556,23.607,4,26,6,2
78,240516,1400,29,2,1,1,201,4,-3416,"In order to stabilise the CO2 concentration, the only graph that makes sense to me is figure D where absorption is equal to CO2 Emissions.", , ,4,20,1,5,5,2,4,3,3,1,5,4,4,2,5,1,2,4,3,3,1,5,5,4,53,4,4,88,3,3,10%,5,Your understanding about Climate Change and what to do about it to prevent it from getting worse in the future.,24/05/2016 13:31,24/05/2016 14:16,1,0,0,0,201,1,12.525,46.484,47.742,8,4,4,3,5,6,3,5,5,3,6,4,33,7.64,113.294,114.473,5,10,12,5,3.077,29.293,30.604,10,3,1,3,1,1,1,1,1,1,3,33.517,104.051,106.855,15,5,2,3,1,4,4,5,5,1,3,1,1,26,9,16.312,106.398,112.774,23,5,2,8,4,6,5,7,6,4,4,6,5,4,6,4,4,6,4,5,5,6,1,9,7,3,3,5,95,43.229,79.044,79.414,9,4,2,1,1,1,1,1,3,9.067,110.97,111.548,19,7,2,6,6,4,4,7,6,6,4,4,5,3,7,6,2,7,1,7,4,4,5,75,14.799,52.07,53.159,17,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.608,5.04,5.908,3,20,3,2
79,240516,1400,29,2,2,2,202,4,-3116,Figure D shows that the emissions stabilise at 2100. It also shows the emissions and absorption lines meeting which may indicate the behaviour desired. , , ,4,22,1,3,3,2,4,2,4,2,4,3,3,3,4,2,3,3,3,3,2,4,4,4,47,4,4,76,2,2,0%,25,Interesting look at how people's ways of thinking are related to climate change.,24/05/2016 13:14,24/05/2016 14:19,1,0,0,0,202,1,8.356,82.237,83.534,12,3,5,2,6,5,2,6,3,5,4,2,33,3.657,143.171,235.949,6,5,12,2.5,3.506,48.331,50.122,10,2,1,2,1,1,1,3,1,1,2,8.636,81.837,84.96,12,4,2,4,5,3,3,4,3,2,3,4,2,21,18,11.426,127.372,130.362,22,6,4,6,7,3,4,6,7,3,5,5,4,5,5,6,5,4,6,3,7,5,3,7,6,4,4,5,91,12.272,65.289,78.233,9,3,2,2,2,1,1,1,1,6.784,96.777,97.417,15,6,3,5,5,3,5,6,6,5,2,6,2,6,6,3,5,5,3,5,4,4,5,78,16.671,71.64,73.24,16,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,1,2,0,2,1,1,10,2.098,14.858,19.821,3,22,4,2
80,240516,1400,30,1,1,3,103,3,-3825,"With current pressures on countries by the UNFCCC for setting emission reduction targets, countries will take drastic measures to reduce their carbon emissions. This is in the form","of effective policies & subsidies to promote clean technologies. Thus, there will be a gradual reduction in carbon emissions emitted to the atmosphere. Further, carbon sinks will be ","promoted in the form of reforestation or afforestation. This will further absorb carbon emissions in the atmosphere but, not sufficently enough to be greater than rate of emission.",3,28,2,,,,,,,,,,,,,,,,,,,,,,,,4,88,3,4,20%,20,studying different people's attitude towards climate change.,24/05/2016 13:15,24/05/2016 14:30,1,0,0,0,103,1,16.984,129.273,142.45,12,5,3,2,6,6,1,7,4,4,7,7,40,17.776,161.649,340.644,4,5,47,100,4.676,58.212,78.371,10,4,1,1,1,1,1,1,1,1,2,9.371,177.164,179.855,13,5,1,3,1,5,3,2,5,1,2,1,1,23,7,14.614,266.674,268.442,24,4,3,7,5,5,6,8,4,6,2,8,8,3,7,4,4,3,7,4,6,7,2,8,8,2,8,7,112,15.977,92.786,105.882,10,4,1,1,2,2,1,1,1,14.547,201.308,202.253,18,7,3,5,7,2,6,6,7,6,4,4,4,4,7,1,7,3,5,5,4,4,6,86,39.736,182.097,187.561,21,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,7.864,13.944,20.691,3,28,6,1
81,240516,1530,31,1,1,4,104,3,-8638,"To achieve the quantity of 420 ppm, should have a increse of 20 ppm. To this ocur, the emission should be only 20% higher than the absorption. Thats why I choose graph C.", , ,3,24,1,,,,,,,,,,,,,,,,,,,,,,,,4,80,3,3,10%,15,How people think about climate change and which exent they can change their lives/or spend money to make a better world,24/05/2016 13:14,24/05/2016 15:52,1,0,0,0,104,1,11.816,135.562,137.908,25,2,6,1,7,6,3,5,4,4,6,4,38,27.245,179.847,184.825,4,0.05,47,5,5.942,53.457,68.961,12,3,1,1,1,1,1,1,1,1,3,20.541,169.295,179.577,16,5,2,4,1,4,4,4,5,3,2,1,4,26,13,13.314,224.294,226.51,41,5,6,4,8,2,5,5,7,3,3,7,5,6,4,6,6,2,8,2,8,5,3,7,7,3,5,5,93,15.141,80.732,94.875,10,4,1,1,1,1,1,1,1,16.845,185.34,191.045,22,5,1,7,4,1,7,7,6,4,3,5,3,5,6,2,6,3,5,6,1,7,3,83,26.983,72.391,74.712,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,5.429,18.029,24.424,5,24,6,2
82,240516,1530,32,1,1,1,101,1,-1949,"I chose A because that's the only scenario where gas emissions increase. to  reach 420, gas emissions have to be larger than the absorbtion rate. But there is also the possibility   ",that gas emissions might go oer the 420 point and so graph B or C could have been a better answer it stabilize gas emissions within that period of time., ,3,20,1,,,,,,,,,,,,,,,,,,,,,,,,3,88,2,2,20%,10,I think this study is about how people think of climate change and how they think they can change it. The math problems and thinking questions were to see how the participant might approach the problem.,24/05/2016 14:55,24/05/2016 15:42,1,0,0,0,101,1,4.335,47.462,48.728,11,5,3,4,4,6,3,5,4,4,7,5,34,2.471,87.014,104.047,4,5,24,100,4.581,25.341,29.228,10,2,1,3,1,1,1,3,1,1,1,11.863,59.278,60.297,12,5,1,4,1,5,4,5,5,1,4,1,1,28,9,5.641,99.865,100.946,27,7,5,5,6,4,7,6,5,5,4,6,7,5,5,4,6,8,2,6,4,5,4,6,5,5,7,6,97,8.483,72.18,73.427,12,4,2,1,2,1,1,2,2,8.536,75.539,76.249,16,7,4,4,7,5,3,6,7,6,4,4,3,5,6,2,6,5,3,7,4,4,5,80,7.649,56.49,58.531,16,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,4,1.645,8.741,9.793,4,20,6,2
83,240516,1530,33,1,1,2,102,3,-2141,If absorbtion only rises to 5 GtG/year & in the model scenario 8GtG/year = 400ppm = 4GtG/year then it follows that for the ppm to rise only a fraction the emmisions must drop,slightly. I think. Maybe. That is my reasoning in any case. I ruled out D as if emmissions & absorption are the same the atmospheric concentration would be 0. Maybe.,I might be entirely wrong about this. Who knows.,3,25,1,,,,,,,,,,,,,,,,,,,,,,,,4,80,3,2,20%,10,"Perceptions of climate change, particularly in regards to general understanding of the nature and causes of it. Also how strongly one feels about the issue of climate change",24/05/2016 15:13,24/05/2016 15:41,1,0,0,0,102,1,6.753,31.971,33.076,7,3,5,2,6,6,1,7,2,6,7,4,41,5.37,67.952,126.879,3,5,47,5,5.011,31.037,32.165,10,2,3,3,3,1,1,3,1,1,2,12.645,53.055,54.218,12,4,1,3,1,3,4,3,4,1,2,1,2,21,8,17.313,80.026,81.719,21,7,2,8,2,8,8,7,5,5,1,9,8,4,6,7,7,2,8,3,7,7,1,9,3,7,8,6,132,9.033,45.482,46.938,8,4,1,1,1,1,1,1,1,7.157,76.184,77.08,17,7,5,3,6,2,6,6,6,6,3,5,1,7,6,1,7,2,6,6,1,7,6,90,8.428,41.445,42.95,16,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,2.069,9.029,10.225,3,25,2,2
